_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
943692,4154700,2017.0,2017.0,1980.0,TCHC,6,York Centre,4455 BATHURST ST,14,301,2018-01-04,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0624,43.758347457700005,-79.4386412229,309743.646,4846266.068
943693,4154723,2017.0,2017.0,1972.0,TCHC,6,York Centre,6250 BATHURST ST,14,389,2018-01-04,72,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,N0622,43.79163957,-79.446195585,309114.424,4849965.666
943694,4154893,2017.0,2017.0,2001.0,PRIVATE,16,Don Valley East,17 BROOKBANKS DR,8,44,2018-01-04,88,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,,4.0,4.0,4.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,N1625,43.751291266,-79.332886312,318225.632,4845565.901000001
943695,4154857,2017.0,2017.0,1962.0,PRIVATE,16,Don Valley East,80 BARTLEY DR,3,10,2018-01-04,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,2.0,3.0,3.0,,2.0,3.0,,N1631,43.722615158,-79.306619676,320365.066,4842314.073
943696,4153460,2017.0,2017.0,1985.0,TCHC,11,University-Rosedale,25 ELM ST,16,101,2018-01-04,65,Evaluation needs to be conducted in 1 year,19,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,S1145,43.6573608881,-79.3829351361,314226.76,4835052.209
943697,4155654,2017.0,2017.0,1962.0,TCHC,3,Etobicoke-Lakeshore,5005 DUNDAS ST W,19,255,2018-01-04,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,W0321,43.6460539737,-79.53072049149999,302305.928,4833790.048
943698,4288472,2018.0,2017.0,2016.0,SOCIAL HOUSING,13,Toronto Centre,75 COOPERAGE ST,12,145,2018-01-04,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,S1336,,,316341.205,4834605.327
943699,4154911,2017.0,2017.0,1963.0,PRIVATE,16,Don Valley East,111 COMBERMERE DR,7,81,2018-01-04,64,Evaluation needs to be conducted in 1 year,19,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,N1625,43.7587471272,-79.319372054,319329.13300000003,4846324.826
943700,4154910,2017.0,2017.0,1963.0,PRIVATE,16,Don Valley East,121 COMBERMERE DR,8,66,2018-01-04,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,N1625,43.759361454099995,-79.318888833,319367.896,4846393.16
943701,4155657,2017.0,2017.0,1973.0,TCHC,2,Etobicoke Centre,7 CAPRI RD,20,275,2018-01-04,58,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,W0232,43.652915828000005,-79.564476577,299618.342,4834530.235
943702,4153462,2017.0,2017.0,1970.0,TCHC,13,Toronto Centre,423 YONGE ST,20,340,2018-01-04,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,S1328,43.6602721446,-79.3823063131,314276.997,4835375.715
943703,4154215,2017.0,2017.0,1964.0,PRIVATE,7,Humber River-Black Creek,1746 WILSON AVE,3,10,2018-01-04,55,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,W0734,43.7197813249,-79.5153042212,303551.38399999996,4841980.352
943704,4156620,2017.0,2017.0,1950.0,PRIVATE,16,Don Valley East,1 WINGREEN CRT,3,11,2018-01-04,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N1624,43.7388622795,-79.3416192822,,
943705,4156727,2017.0,2017.0,1967.0,PRIVATE,17,Don Valley North,100 PARKWAY FOREST DR,17,216,2018-01-04,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,,N1730,,,317511.715,4847942.106000001
943706,4153395,2017.0,2017.0,1900.0,SOCIAL HOUSING,13,Toronto Centre,147 QUEEN ST E,7,76,2018-01-04,69,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1334,43.6535746622,-79.3726782657,315054.67,4834632.752
943707,4283407,2019.0,2017.0,,SOCIAL HOUSING,13,Toronto Centre,20 PALACE ST,10,108,2018-01-04,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,5.0,S1336,43.653784814,-79.356665413,316346.038,4834659.18
943708,4167772,2017.0,2017.0,1980.0,TCHC,10,Spadina-Fort York,49 HENRY LANE TER,5,15,2018-01-04,73,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1038,43.646859158999995,-79.369670022,315285.761,4833893.711
943709,4152576,2017.0,2017.0,1970.0,TCHC,20,Scarborough Southwest,10 GLEN EVEREST RD,17,350,2018-01-03,59,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,E2035,43.69932241,-79.25477866899999,324549.538,4839737.34
943710,4154917,2017.0,2017.0,1965.0,PRIVATE,16,Don Valley East,1300 YORK MILLS RD,8,112,2018-01-03,68,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,,N1622,43.7619582699,-79.3238669393,318966.436,4846680.805
943711,4285984,2017.0,2017.0,2009.0,TCHC,13,Toronto Centre,252 SACKVILLE ST,22,159,2018-01-03,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,S1330,43.660500875,-79.36342677,315793.31899999996,4835425.091
943712,4153434,2017.0,2017.0,1978.0,TCHC,13,Toronto Centre,200 SHERBOURNE ST,7,174,2018-01-03,47,Building Audit,19,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,S1332,43.657118655699996,-79.3709227315,315195.67100000003,4835026.678
943713,4152643,2017.0,2017.0,1954.0,PRIVATE,21,Scarborough Centre,1689 VICTORIA PARK AVE,4,54,2018-01-03,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,,E2131,43.7354870834,-79.3066470427,320359.803,4843743.106000001
943714,4154883,2017.0,2017.0,1979.0,PRIVATE,16,Don Valley East,1780 VICTORIA PARK AVE,10,83,2018-01-03,62,Evaluation needs to be conducted in 1 year,18,4.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,,N1628,43.7381014953,-79.30868221029999,320195.19800000003,4844033.165
943715,4152829,2017.0,2017.0,1971.0,TCHC,24,Scarborough-Guildwood,50 TUXEDO CRT,15,378,2018-01-03,77,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,E2422,43.7808585866,-79.2318241185,326370.75899999996,4848800.317
943716,4153381,2017.0,2017.0,1983.0,TCHC,10,Spadina-Fort York,55 THE ESPLANADE,12,166,2018-01-03,73,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,S1038,43.6462124055,-79.37472760840001,314890.596,4833814.598
943717,4153565,2017.0,2017.0,2005.0,SOCIAL HOUSING,13,Toronto Centre,101 ONTARIO ST,8,52,2018-01-03,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1335,43.6545984289,-79.3667107495,315535.847,4834747.248
943718,4155854,2018.0,2017.0,1970.0,TCHC,24,Scarborough-Guildwood,3939 LAWRENCE AVE E,3,31,2018-01-03,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,,4.0,,3.0,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,E2431,43.763475641999996,-79.20530613220001,328497.269,4846918.613
943719,4153336,2017.0,2017.0,1983.0,TCHC,12,Toronto-St. Paul's,2 LAMBERTLODGE AVE,5,64,2018-01-03,60,Evaluation needs to be conducted in 1 year,18,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,S1234,43.673917543,-79.422657829,311020.734,4836888.76
943720,4153335,2017.0,2017.0,1980.0,TCHC,12,Toronto-St. Paul's,470 MELITA CRES,5,37,2018-01-03,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,4.0,,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1234,43.672253431,-79.426653288,310698.713,4836703.584
943721,4270170,2017.0,2017.0,1972.0,PRIVATE,11,University-Rosedale,88 BLOOR ST E,25,336,2018-01-03,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,,S1129,43.67085484850001,-79.3850117463,314057.161,4836551.058999999
943722,4153729,2017.0,2017.0,1984.0,TCHC,11,University-Rosedale,40 ASQUITH AVE,17,192,2018-01-03,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,,S1129,43.671910843999996,-79.38519572,314041.906,4836669.308999999
943723,4153101,2017.0,2017.0,2003.0,SOCIAL HOUSING,9,Davenport,973 LANSDOWNE AVE,3,20,2018-01-03,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,3.0,S0930,43.6661838696,-79.4459119791,309146.453,4836027.149
943724,4153696,2017.0,2017.0,1984.0,TCHC,19,Beaches-East York,11 NEWBOLD AVE,4,21,2018-01-03,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1934,43.674947931999995,-79.317603815,319491.665,4837016.428
943725,4154068,2017.0,2017.0,1979.0,SOCIAL HOUSING,19,Beaches-East York,850 O'CONNOR DR,3,109,2018-01-03,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1922,43.7070607671,-79.31227990859999,319913.196,4840584.078
943726,4156514,2017.0,2017.0,1970.0,PRIVATE,4,Parkdale-High Park,7 O'HARA AVE,4,16,2018-01-03,66,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,,,S0435,43.6416711241,-79.4340706425,310103.595,4833304.59
943727,4153061,2017.0,2017.0,1970.0,PRIVATE,4,Parkdale-High Park,15 O'HARA AVE,4,32,2018-01-03,66,Evaluation needs to be conducted in 2 years,13,3.0,3.0,3.0,3.0,,3.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,,,S0435,43.641913610100005,-79.43409991729999,310101.212,4833331.527
943728,4153624,2019.0,2017.0,1995.0,SOCIAL HOUSING,14,Toronto-Danforth,802 EASTERN AVE,3,16,2018-01-03,68,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,4.0,4.0,,3.0,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,S1441,43.661637945900004,-79.3298622257,318506.50800000003,4835534.706
943729,4153093,2018.0,2017.0,1995.0,SOCIAL HOUSING,9,Davenport,10 DORA AVE,8,134,2018-01-03,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,S0933,43.655979748,-79.443829191,309314.939,4834894.606000001
943730,4152777,2017.0,2017.0,1979.0,TCHC,20,Scarborough Southwest,17 BRIMLEY RD,11,330,2018-01-03,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,E2026,43.7204681732,-79.2391056557,325805.62899999996,4842089.426
943731,4152794,2017.0,2017.0,1970.0,TCHC,20,Scarborough Southwest,140 ADANAC DR,16,306,2018-01-03,67,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,E2027,43.740664525,-79.226955071,326777.047,4844337.194
943732,4285401,2018.0,2017.0,1952.0,PRIVATE,20,Scarborough Southwest,6 FOLCROFT AVE,3,13,2018-01-03,61,Evaluation needs to be conducted in 1 year,16,2.0,3.0,3.0,3.0,2.0,3.0,,3.0,,3.0,2.0,3.0,4.0,4.0,3.0,3.0,,3.0,5.0,,E2035,43.700957687,-79.251492552,324829.314,4839934.355
943733,4288175,2018.0,2017.0,1960.0,PRIVATE,4,Parkdale-High Park,2861-2863 DUNDAS ST W,3,16,2018-01-03,53,Evaluation needs to be conducted in 1 year,14,3.0,2.0,2.0,3.0,2.0,2.0,,3.0,,,3.0,3.0,4.0,2.0,3.0,3.0,,2.0,,,S0424,,,307610.618,4835918.416999999
943734,4152787,2017.0,2017.0,1965.0,PRIVATE,20,Scarborough Southwest,3101 EGLINTON AVE E,6,68,2018-01-03,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,E2027,43.7413605871,-79.2245308289,326972.31,4844414.202
943735,4152790,2017.0,2017.0,1960.0,PRIVATE,20,Scarborough Southwest,3131 EGLINTON AVE E,7,82,2018-01-03,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2027,43.741715689799996,-79.2228457117,327107.906,4844454.096
943736,4153386,2017.0,2017.0,1982.0,TCHC,13,Toronto Centre,171 FRONT ST E,3,61,2018-01-03,64,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,S1339,43.6499749234,-79.3684698144,315394.78,4834233.377
943737,4153962,2017.0,2017.0,1941.0,TCHC,8,Eglinton-Lawrence,790 EGLINTON AVE W,4,57,2018-01-03,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0832,43.7016899071,-79.4236478607,310938.438,4839973.166999999
943738,4153477,2017.0,2017.0,1927.0,PRIVATE,13,Toronto Centre,134 CARLTON ST,3,35,2018-01-03,61,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1326,43.663016123999995,-79.375476419,314827.13399999996,4835682.272
943739,4286254,2017.0,2017.0,2014.0,TCHC,13,Toronto Centre,585 KING ST E,8,128,2018-01-03,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1336,,,316351.135,4834942.491
943740,4288126,2017.0,2017.0,1920.0,SOCIAL HOUSING,4,Parkdale-High Park,1339 KING ST W,3,10,2018-01-03,78,Evaluation needs to be conducted in 2 years,13,4.0,4.0,4.0,4.0,,4.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,S0437,43.6377164768,-79.43262819649999,310220.312,4832865.346
943741,4153568,2017.0,2017.0,1992.0,SOCIAL HOUSING,13,Toronto Centre,205 PARLIAMENT ST,6,16,2018-01-03,77,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1330,43.656443931000005,-79.364457056,315717.036,4834953.523
943742,4167697,2017.0,2017.0,1980.0,TCHC,13,Toronto Centre,365 PARLIAMENT ST,6,72,2018-01-03,53,Evaluation needs to be conducted in 1 year,16,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,S1330,,,315554.284,4835464.754
943743,4153628,2017.0,2017.0,1988.0,SOCIAL HOUSING,14,Toronto-Danforth,15 PAPE AVE,5,77,2018-01-03,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1441,43.6594297929,-79.3361462421,318000.182,4835288.371
943744,4154923,2017.0,2017.0,1961.0,PRIVATE,16,Don Valley East,1244 YORK MILLS RD,4,58,2018-01-03,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,,,N1622,43.7608810853,-79.3292989011,318529.31,4846560.228
943745,4154922,2017.0,2017.0,1961.0,PRIVATE,16,Don Valley East,1254 YORK MILLS RD,4,58,2018-01-03,66,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,,,N1622,43.7611151725,-79.3287829754,318570.798,4846586.319
943746,4286252,2017.0,2017.0,1980.0,TCHC,13,Toronto Centre,45 ST LAWRENCE ST,4,50,2018-01-03,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1336,,,316378.169,4834907.149
943747,4152815,2017.0,2017.0,1977.0,TCHC,24,Scarborough-Guildwood,65 GREENCREST CRCT,13,400,2018-01-02,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,E2430,43.7599953268,-79.22179743939999,327185.56,4846485.164
943748,4152590,2017.0,2017.0,1978.0,TCHC,20,Scarborough Southwest,3330 DANFORTH AVE,10,194,2018-01-02,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,E2028,43.6937304177,-79.2786118075,322630.485,4839109.71
943749,4167701,2017.0,2017.0,1980.0,TCHC,13,Toronto Centre,417 GERRARD ST E,3,12,2018-01-02,57,Evaluation needs to be conducted in 1 year,15,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,,,2.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1330,43.6620246346,-79.3620805585,315907.982,4835572.868
943750,4153644,2017.0,2017.0,1996.0,SOCIAL HOUSING,14,Toronto-Danforth,1119 GERRARD ST E,5,29,2018-01-02,76,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1438,43.669541986999995,-79.33319093600001,318246.299,4836419.586
943751,4155446,2017.0,2017.0,1977.0,SOCIAL HOUSING,1,Etobicoke North,2314 ISLINGTON AVE,11,194,2018-01-02,64,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0130,43.716291217,-79.556254054,300251.286,4841595.1
943752,4156070,2017.0,2017.0,1992.0,SOCIAL HOUSING,1,Etobicoke North,2715 ISLINGTON AVE,5,80,2018-01-02,72,Evaluation needs to be conducted in 2 years,20,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,W0126,43.741665101,-79.566395335,299387.542,4844393.19
943753,4154401,2017.0,2017.0,1950.0,PRIVATE,6,York Centre,2217 JANE ST,3,12,2018-01-02,57,Evaluation needs to be conducted in 1 year,15,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0627,43.7233585034,-79.508865507,304070.225,4842377.656
943754,4155573,2017.0,2017.0,1972.0,TCHC,20,Scarborough Southwest,40 GORDONRIDGE PL,18,421,2018-01-02,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2024,43.727612646000004,-79.251278648,324819.267,4842872.647
943755,4152745,2017.0,2017.0,1960.0,PRIVATE,24,Scarborough-Guildwood,45 GREENBRAE CRCT,6,112,2018-01-02,63,Evaluation needs to be conducted in 1 year,18,4.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2425,43.759429906,-79.230999363,326447.571,4846406.327
943756,4154061,2017.0,2017.0,1983.0,SOCIAL HOUSING,19,Beaches-East York,2701-2703 ST CLAIR AVE E,5,127,2018-01-02,78,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,S1927,43.705532569,-79.3114443458,319980.908,4840414.447
943757,4155351,2017.0,2017.0,1995.0,SOCIAL HOUSING,2,Etobicoke Centre,1447 ROYAL YORK RD,4,108,2018-01-02,80,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,W0224,43.6865275325,-79.5276550192,302554.88300000003,4838286.392
943758,4153567,2017.0,2017.0,1985.0,TCHC,13,Toronto Centre,123 SACKVILLE ST,3,20,2018-01-02,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,3.0,,3.0,3.0,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1330,43.6570898108,-79.3615276679,315953.471,4835024.718
943759,4155938,2017.0,2017.0,1964.0,PRIVATE,21,Scarborough Centre,10 TRUDELLE ST,6,84,2018-01-02,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,,E2135,43.7402066562,-79.24491741920001,325330.686,4844280.778
943760,4155935,2017.0,2017.0,1964.0,PRIVATE,21,Scarborough Centre,20 TRUDELLE ST,6,84,2018-01-02,73,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,,E2135,43.7404592839,-79.2437182596,325427.189,4844309.14
943761,4152737,2017.0,2017.0,1960.0,TCHC,21,Scarborough Centre,2950 LAWRENCE AVE E,6,200,2018-01-02,66,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,E2130,43.75523277,-79.2505927043,324868.554,4845948.7
943762,4286044,2017.0,2017.0,1969.0,TCHC,19,Beaches-East York,444 EAST LUMSDEN,25,183,2018-01-02,56,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,S1930,43.695391787,-79.303315109,320711.637,4839312.69
943763,4152739,2017.0,2017.0,1960.0,PRIVATE,24,Scarborough-Guildwood,3210 LAWRENCE AVE E,6,48,2018-01-02,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,2.0,,2.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,,E2424,43.756840819,-79.24196517600001,325562.476,4846130.432
